"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Aarthi, D.; Subramanian, S.","Aarthi, D. (57191620479); Subramanian, Kannimuthu (37114593300)","57191620479; 37114593300","Hybrid deep learning model for autism spectrum disorder diagnosis","2025","Scientific Reports","15","1","44707","","","0","10.1038/s41598-025-28819-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026214358&doi=10.1038%2Fs41598-025-28819-4&partnerID=40&md5=223181d9eb3319a16ac43c476f65830f","Department of Computer Science and Engineering, Karpagam College of Engineering, Coimbatore, TN, India","Aarthi, D., Department of Computer Science and Engineering, Karpagam College of Engineering, Coimbatore, TN, India; Subramanian, Kannimuthu, Department of Computer Science and Engineering, Karpagam College of Engineering, Coimbatore, TN, India","D. Aarthi; Department of Computer Science and Engineering, Karpagam College of Engineering, Coimbatore, 641032, India; email: aarthidevacse@gmail.com","","Nature Research","","","","41462499","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105026214358"
"Kiejdo, D.; Depka Prądzinska, M.; Zawadzka, T.","Kiejdo, Dominika (60259129500); Depka Prądzinska, Monika (60258770000); Zawadzka, Teresa (15770532200)","60259129500; 60258770000; 15770532200","Late Fusion Model for Emotion Recognition from Facial Expressions and Biosignals in a Dataset of Children with Autism Spectrum Disorder","2025","Sensors","25","24","7485","","","0","10.3390/s25247485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026020085&doi=10.3390%2Fs25247485&partnerID=40&md5=60a753a98671218bf85a6f3cc8fb971d","Telecommunications and Informatics, Gdańsk University of Technology, Gdansk, Poland","Kiejdo, Dominika, Telecommunications and Informatics, Gdańsk University of Technology, Gdansk, Poland; Depka Prądzinska, Monika, Telecommunications and Informatics, Gdańsk University of Technology, Gdansk, Poland; Zawadzka, Teresa, Telecommunications and Informatics, Gdańsk University of Technology, Gdansk, Poland","T. Zawadzka; Faculty of Electronics, Telecommunications and Informatics, Gdańsk University of Technology, Gdańsk, 80-233, Poland; email: teresa.zawadzka@pg.edu.pl","","Multidisciplinary Digital Publishing Institute (MDPI)","14248220","","","41471479","English","Sensors","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105026020085"
"Güngör, İ.; Sarman, A.; Tuncay, S.","Güngör, İbrahim (60228040400); Sarman, Abdullah (57220077469); Tuncay, Suat (57195275826)","60228040400; 57220077469; 57195275826","Can artificial intelligence and face recognition using deep learning detect emotions in children with autism?","2025","PLOS ONE","20","12 December","e0338701","","","0","10.1371/journal.pone.0338701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024130701&doi=10.1371%2Fjournal.pone.0338701&partnerID=40&md5=c05e4ba78a7310beea302c6cf0d81f71","School of Health Sciences, Hacettepe Üniversitesi, Ankara, Turkey; Department of Nursing, Bingöl Üniversitesi, Bingol, Turkey","Güngör, İbrahim, School of Health Sciences, Hacettepe Üniversitesi, Ankara, Turkey; Sarman, Abdullah, Department of Nursing, Bingöl Üniversitesi, Bingol, Turkey; Tuncay, Suat, Department of Nursing, Bingöl Üniversitesi, Bingol, Turkey","A. Sarman; Department of Pediatric Nursing, Faculty of Health Sciences, Bingöl University, Bingöl, Turkey; email: abdullah.sarman@hotmail.com","","Public Library of Science","","","POLNC","41364738","English","Plos One.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105024130701"
"Wu, Q.","Wu, Qilong (60215679400)","60215679400","New intelligent music therapy method for applications of enhancing social skills of autism children based on TL-GCN and deep learning","2025","Scientific Reports","15","1","42364","","","0","10.1038/s41598-025-26307-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023232329&doi=10.1038%2Fs41598-025-26307-3&partnerID=40&md5=42934fa0e4f8149389320c6f005dadeb","College of Music and Dance, Hunan City University, Yiyang, Hunan, China","Wu, Qilong, College of Music and Dance, Hunan City University, Yiyang, Hunan, China","Q. Wu; College of Music and Dance, Hunan City University, Yiyang, 413000, China; email: 1048544058@qq.com","","Nature Research","","","","41309722","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105023232329"
"Chen, H.; Zhang, X.; Chen, Z.; Ren, Y.; Liu, R.","Chen, Haoliang (60202061800); Zhang, Xiaorui (34882458800); Chen, Zhiwei (60022062200); Ren, Yongjun (23467593700); Liu, Runze (59396937500)","60202061800; 34882458800; 60022062200; 23467593700; 59396937500","Auxiliary diagnostic method for children with autism spectrum disorder based on virtual reality and eye-tracking technology","2025","Scientific Reports","15","1","40552","","","0","10.1038/s41598-025-24243-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022223226&doi=10.1038%2Fs41598-025-24243-w&partnerID=40&md5=210b89a087751e5e861298a2ff2510ed","College of Computer and Information Engineering, Nanjing Tech University, Nanjing, Jiangsu, China; School of Computer Science, Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China","Chen, Haoliang, College of Computer and Information Engineering, Nanjing Tech University, Nanjing, Jiangsu, China; Zhang, Xiaorui, College of Computer and Information Engineering, Nanjing Tech University, Nanjing, Jiangsu, China; Chen, Zhiwei, School of Computer Science, Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China; Ren, Yongjun, School of Computer Science, Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China; Liu, Runze, School of Computer Science, Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China","R. Liu; School of Computer Science, Nanjing University of Information Science and Technology, Nanjing, 210044, China; email: runzeliu1025@126.com","","Nature Research","","","","41253970","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105022223226"
"Almarzooqi, S.A.; Efstratopoulou, M.; Habeeb, H.; Opoku, M.","Almarzooqi, Shamsa Ali (58906534600); Efstratopoulou, Maria A. (6504603613); Habeeb, Hawraa (57860141100); Opoku, Maxwell Peprah (56668689500)","58906534600; 6504603613; 57860141100; 56668689500","Exploring the usefulness of companion pet ownership in the everyday functioning of children with Autism Spectrum Disorder in the United Arab Emirates: A qualitative focus-group study","2025","Research in Developmental Disabilities","167","","105154","","","0","10.1016/j.ridd.2025.105154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021105650&doi=10.1016%2Fj.ridd.2025.105154&partnerID=40&md5=5ab561b855051769af8f584f7652177f","Department of Special Education, United Arab Emirates University, Al Ain, Abu Dhabi, United Arab Emirates","Almarzooqi, Shamsa Ali, Department of Special Education, United Arab Emirates University, Al Ain, Abu Dhabi, United Arab Emirates; Efstratopoulou, Maria A., Department of Special Education, United Arab Emirates University, Al Ain, Abu Dhabi, United Arab Emirates; Habeeb, Hawraa, Department of Special Education, United Arab Emirates University, Al Ain, Abu Dhabi, United Arab Emirates; Opoku, Maxwell Peprah, Department of Special Education, United Arab Emirates University, Al Ain, Abu Dhabi, United Arab Emirates","M. Efstratopoulou; College of Education, United Arab Emirates University, Special education department, Al Ain city, Abu Dhabi, United Arab Emirates; email: maria.efstratopoulou@uaeu.ac.ae","","Elsevier Inc.","08914222","","RDDIE","41218395","English","Res. Dev. Disabil.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105021105650"
"Jayakumaran, J.; Dhalia Sweetlin, J.D.; Prasanth, D.R.","Jayakumaran, Christina (55995665200); Dhalia Sweetlin, J. (57194083444); Prasanth, D. Rahul (60170071000)","55995665200; 57194083444; 60170071000","Attention based rewards in LSTM for detection of stimming behaviour in autistic children","2025","Egyptian Informatics Journal","32","","100822","","","0","10.1016/j.eij.2025.100822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020951176&doi=10.1016%2Fj.eij.2025.100822&partnerID=40&md5=4d4a08eecaf0f141f381ae49f44b0c7e","Loyola-ICAM College of Engineering and Technology, Chennai, TN, India; Anna University, Chennai, TN, India","Jayakumaran, Christina, Loyola-ICAM College of Engineering and Technology, Chennai, TN, India; Dhalia Sweetlin, J., Anna University, Chennai, TN, India; Prasanth, D. Rahul, Anna University, Chennai, TN, India","J.D. Sweetlin; Anna University, Chennai, MIT Campus, 600044, India; email: jdsweetlin@mitindia.edu","","Elsevier B.V.","11108665","","","","English","Egypt. Informatics J.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105020951176"
"Mediratta, S.; Chari, A.; Battersby, C.; Bauserman, P.; Caverly, E.; Dawes, W.; Dehbi, H.-M.; Embleton-Thirsk, A.; Galland, L.; James, G.; Jary, S.; Kelham, C.; MacNeil, A.; Massingham, S.; Marlow, N.; Ndoutoumou, A.; Panca, M.; Pittordou, V.; da Costa, C.S.; Whitelaw, A.; Mallucci, C.; Aquilina, K.","Mediratta, Saniya (57198761558); Chari, Aswin (55204436800); Battersby, Cheryl (57607283300); Bauserman, Patrick (60174904500); Caverly, Emilia (57212485635); Dawes, William J. (36643444100); Dehbi, Hakim Moulay (55481407300); Embleton-Thirsk, Andrew C. (57210358366); Galland, Laurence (60175535300); James, Greg A. (54398602100); Jary, Sally L. (6507282444); Kelham, Charlotte (60175156200); MacNeil, Alyson (57558266800); Massingham, Susan K. (57221735359); Marlow, Neil (7006171979); Ndoutoumou, Amalia (57207829421); Panca, Monica (57205708660); Pittordou, Victoria (57195917832); da Costa, Cristine Sortica (7004469087); Whitelaw, Andrew G.L. (7004285509); Mallucci, Conor Laurence (6701742463); Aquilina, Kristian (56255711900)","57198761558; 55204436800; 57607283300; 60174904500; 57212485635; 36643444100; 55481407300; 57210358366; 60175535300; 54398602100; 6507282444; 60175156200; 57558266800; 57221735359; 7006171979; 57207829421; 57205708660; 57195917832; 7004469087; 7004285509; 6701742463; 56255711900","Endoscopic lavage after intraventricular haemorrhage in neonates in the UK (ENLIVEN-UK): study protocol for a national randomised-controlled trial","2025","Trials","26","1","464","","","0","10.1186/s13063-025-08952-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020773725&doi=10.1186%2Fs13063-025-08952-1&partnerID=40&md5=7508377eccba60928f5366ad47c6edf4","University College London Hospitals NHS Foundation Trust, London, United Kingdom; Great Ormond Street Hospital for Children NHS Foundation Trust, London, United Kingdom; Imperial College London, London, United Kingdom; University College London, London, United Kingdom; Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Barts Health NHS Trust, London, United Kingdom; PPI Lead, London, United Kingdom; University of Bristol, Bristol, United Kingdom; Independent Consultant, Bristol, England, United Kingdom; Alder Hey Children's NHS Foundation Trust, Liverpool, Merseyside, United Kingdom","Mediratta, Saniya, University College London Hospitals NHS Foundation Trust, London, United Kingdom; Chari, Aswin, Great Ormond Street Hospital for Children NHS Foundation Trust, London, United Kingdom; Battersby, Cheryl, Imperial College London, London, United Kingdom; Bauserman, Patrick, University College London, London, United Kingdom; Caverly, Emilia, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Dawes, William J., Barts Health NHS Trust, London, United Kingdom; Dehbi, Hakim Moulay, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Embleton-Thirsk, Andrew C., Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Galland, Laurence, PPI Lead, London, United Kingdom; James, Greg A., Great Ormond Street Hospital for Children NHS Foundation Trust, London, United Kingdom; Jary, Sally L., University of Bristol, Bristol, United Kingdom; Kelham, Charlotte, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; MacNeil, Alyson, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Massingham, Susan K., Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Marlow, Neil, University of Bristol, Bristol, United Kingdom; Ndoutoumou, Amalia, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Panca, Monica, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; Pittordou, Victoria, Institute of Clinical Trials and Methodology, University College London, London, United Kingdom; da Costa, Cristine Sortica, Great Ormond Street Hospital for Children NHS Foundation Trust, London, United Kingdom; Whitelaw, Andrew G.L., Independent Consultant, Bristol, England, United Kingdom; Mallucci, Conor Laurence, Alder Hey Children's NHS Foundation Trust, Liverpool, Merseyside, United Kingdom; Aquilina, Kristian, Great Ormond Street Hospital for Children NHS Foundation Trust, London, United Kingdom","S. Mediratta; University College London Hospitals NHS Foundation Trust (UCLH), London, United Kingdom; email: saniya.mediratta@gmail.com","","BioMed Central Ltd","17456215","","","41185020","English","Trials","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105020773725"
"Iwabuchi, T.; Hirai, T.; Umeda, N.; Yogo, H.; Nishimiya, Y.; Nishigaki, Y.; Watanabe, M.; Yamasue, H.; Tsujii, M.; Tsuchiya, K.J.; Matsuzaki, H.","Iwabuchi, Toshiki (42261754600); Hirai, Takaharu (57218328482); Umeda, Naoko (57889591900); Yogo, Hideto (60255917500); Nishimiya, Yuuta (60255935300); Nishigaki, Yuuki (60153039100); Watanabe, Masaru (60153216300); Yamasue, Hidenori (6602426541); Tsujii, Masatsugu (15045826100); Tsuchiya, Kenji J. (8567495200); Matsuzaki, Hideo (7202461913)","42261754600; 57218328482; 57889591900; 60255917500; 60255935300; 60153039100; 60153216300; 6602426541; 15045826100; 8567495200; 7202461913","Specific Association Patterns Between Brain Glutathione Levels, Myelination, and Functional Connectivity in Adults With Autism Spectrum Disorder","2025","Autism Research","18","12","","2451","2462","0","10.1002/aur.70134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019585767&doi=10.1002%2Faur.70134&partnerID=40&md5=0b90452fdadb1e41036645d380b0cef7","Research Center for Child Mental Development, Hamamatsu, Shizuoka, Japan; The University of Osaka, Suita, Osaka, Japan; Department of Psychiatric and Mental Health Nursing, University of Fukui, Fukui, Fukui, Japan; Life Science Innovation Center, University of Fukui, Fukui, Fukui, Japan; Department of Maternal and Child Health Nursing, University of Fukui, Fukui, Fukui, Japan; Kojin Hospital, Nagoya, Japan; Department of Psychiatry, Hamamatsu University School of Medicine, Hamamatsu, Shizuoka, Japan; School of Contemporary Sociology, Chukyo University, Nagoya, Aichi, Japan; University of Fukui, Fukui, Fukui, Japan","Iwabuchi, Toshiki, Research Center for Child Mental Development, Hamamatsu, Shizuoka, Japan, The University of Osaka, Suita, Osaka, Japan; Hirai, Takaharu, Department of Psychiatric and Mental Health Nursing, University of Fukui, Fukui, Fukui, Japan, Life Science Innovation Center, University of Fukui, Fukui, Fukui, Japan; Umeda, Naoko, Life Science Innovation Center, University of Fukui, Fukui, Fukui, Japan, Department of Maternal and Child Health Nursing, University of Fukui, Fukui, Fukui, Japan; Yogo, Hideto, Kojin Hospital, Nagoya, Japan; Nishimiya, Yuuta, Kojin Hospital, Nagoya, Japan; Nishigaki, Yuuki, Kojin Hospital, Nagoya, Japan; Watanabe, Masaru, Kojin Hospital, Nagoya, Japan; Yamasue, Hidenori, The University of Osaka, Suita, Osaka, Japan, Department of Psychiatry, Hamamatsu University School of Medicine, Hamamatsu, Shizuoka, Japan; Tsujii, Masatsugu, School of Contemporary Sociology, Chukyo University, Nagoya, Aichi, Japan; Tsuchiya, Kenji J., Research Center for Child Mental Development, Hamamatsu, Shizuoka, Japan, The University of Osaka, Suita, Osaka, Japan; Matsuzaki, Hideo, The University of Osaka, Suita, Osaka, Japan, University of Fukui, Fukui, Fukui, Japan","H. Matsuzaki; United Graduate School of Child Development, The University of Osaka, Kanazawa University, Hamamatsu University School of Medicine, Chiba University and University of Fukui, Osaka, Japan; email: matsuzah@u-fukui.ac.jp","","John Wiley and Sons Inc","19393792","","","41127936","English","Autism Res.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105019585767"
"Kong, L.; Liu, M.; Li, A.; Pan, X.; Zhao, Y.; Tan, H.; Li, H.; Shi, J.; Ren, L.; Wang, J.; Zhang, Z.; Guo, Y.; Zhang, W.; Wang, C.","Kong, Lingyue (60148277200); Liu, Mingmei (60148277300); Li, Aohua (60147465900); Pan, Xiaoguang (60148277400); Zhao, Yan (60147959300); Tan, Haotian (60147791200); Li, Honglin (59538399800); Shi, Jia (60148277500); Ren, Liyu (59955793200); Wang, Junjun (58039936900); Zhang, Zhujun (37032374800); Guo, Yatu (55267509100); Zhang, Wei (57192222111); Wang, Chongying (55250418800)","60148277200; 60148277300; 60147465900; 60148277400; 60147959300; 60147791200; 59538399800; 60148277500; 59955793200; 58039936900; 37032374800; 55267509100; 57192222111; 55250418800","The Influence of Refractive Errors on Facial Expression Processing in Children With Autism Spectrum Disorder: An Eye-Tracking Study","2025","Autism Research","18","12","","2521","2537","0","10.1002/aur.70129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019237173&doi=10.1002%2Faur.70129&partnerID=40&md5=f20c24743fb20e6e8b927dfecca27a85","Department of Social Psychology, Nankai University, Tianjin, China; Autism Research Center, Nankai University, Tianjin, China; Clinical College of Ophthalmology, Tianjin Medical University, Tianjin, Tianjin, China; Tianjin Eye Hospital, Tianjin, China; Nankai University, Tianjin, China; Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China; Tianjin Medical College, Tianjin, Tianjin, China; Department of Pathology, Nankai University School of Medicine, Tianjin, China; Tianjin Eye Institute, Tianjin, Tianjin, China","Kong, Lingyue, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China; Liu, Mingmei, Clinical College of Ophthalmology, Tianjin Medical University, Tianjin, Tianjin, China, Tianjin Eye Hospital, Tianjin, China, Nankai University, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China; Li, Aohua, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China; Pan, Xiaoguang, Autism Research Center, Nankai University, Tianjin, China; Zhao, Yan, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China; Tan, Haotian, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China; Li, Honglin, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China; Shi, Jia, Clinical College of Ophthalmology, Tianjin Medical University, Tianjin, Tianjin, China, Tianjin Eye Hospital, Tianjin, China, Nankai University, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China; Ren, Liyu, Clinical College of Ophthalmology, Tianjin Medical University, Tianjin, Tianjin, China, Tianjin Eye Hospital, Tianjin, China, Nankai University, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China; Wang, Junjun, Clinical College of Ophthalmology, Tianjin Medical University, Tianjin, Tianjin, China, Tianjin Eye Hospital, Tianjin, China, Nankai University, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China, Tianjin Medical College, Tianjin, Tianjin, China; Zhang, Zhujun, Department of Pathology, Nankai University School of Medicine, Tianjin, China; Guo, Yatu, Tianjin Eye Hospital, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China, Tianjin Eye Institute, Tianjin, Tianjin, China; Zhang, Wei, Tianjin Eye Hospital, Tianjin, China, Tianjin Key Lab of Ophthalmology and Visual Science, Tianjin, Tianjin, China, Tianjin Eye Institute, Tianjin, Tianjin, China; Wang, Chongying, Department of Social Psychology, Nankai University, Tianjin, China, Autism Research Center, Nankai University, Tianjin, China","C. Wang; Department of Social Psychology, School of Sociology, Nankai University, Tianjin, China; email: chongyingwang@nankai.edu.cn; Y. Guo; Tianjin Eye Hospital, Tianjin, China; email: yatuguo@163.com; W. Zhang; Tianjin Eye Hospital, Tianjin, China; email: zhangwei3067@163.com; Z. Zhang; Department of Pathology, School of Medicine, Nankai University, Tianjin, China; email: zhang_zhujun@nankai.edu.cn","","John Wiley and Sons Inc","19393792","","","41098027","English","Autism Res.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105019237173"
"Manelis-Baram, L.; Barami, T.; Ilan, M.; Meiri, G.; Menashe, I.; Soskin, E.; Sofer, C.; Dinstein, I.","Manelis-Baram, Liora (57194585236); Barami, Tal (58999626400); Ilan, Michal (57194595484); Meiri, Gal (7801433301); Menashe, Idan (57220360596); Soskin, Elizabeth (60010562800); Sofer, Carmel (56483137600); Dinstein, Ilan (21742041100)","57194585236; 58999626400; 57194595484; 7801433301; 57220360596; 60010562800; 56483137600; 21742041100","Comparing three algorithms of automated facial expression analysis in autistic children: different sensitivities but consistent proportions","2025","Molecular Autism","16","1","50","","","1","10.1186/s13229-025-00685-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018279807&doi=10.1186%2Fs13229-025-00685-x&partnerID=40&md5=bbbd018e43658a712bda4024a8472cf9","Department of Psychology, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Department of Computer Science, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Pre-School Psychiatry Unit, Soroka University Medical Center, Beer-Sheva, Israel; Public Health Department, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel","Manelis-Baram, Liora, Department of Psychology, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Barami, Tal, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Department of Computer Science, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Ilan, Michal, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Pre-School Psychiatry Unit, Soroka University Medical Center, Beer-Sheva, Israel; Meiri, Gal, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Pre-School Psychiatry Unit, Soroka University Medical Center, Beer-Sheva, Israel; Menashe, Idan, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Public Health Department, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Soskin, Elizabeth, Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Sofer, Carmel, Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel; Dinstein, Ilan, Department of Psychology, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel, Ben-Gurion University of the Negev, Beer-Sheva, Southern District, Israel","L. Manelis-Baram; Psychology Department, Ben-Gurion University of the Negev, Beer Sheva, Israel; email: liora@post.bgu.ac.il","","BioMed Central Ltd","","","","41068936","English","Mol. Autism","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105018279807"
"Johnson, G.; Argyriou, V.; Barman, S.; Politis, C.","Johnson, Gordon (57422727300); Argyriou, Vasileios (13806485100); Barman, Sarah A. (7102545582); Politis, Christos (7005376678)","57422727300; 13806485100; 7102545582; 7005376678","Assistive facial expression recognition for children with autism using re-enactment","2025","Computers in Human Behavior Reports","20","","100800","","","0","10.1016/j.chbr.2025.100800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018221026&doi=10.1016%2Fj.chbr.2025.100800&partnerID=40&md5=2519c2a0af55c49474dc513b34436049","Computing, Kingston University, Kingston Upon Thames, Surrey, United Kingdom","Johnson, Gordon, Computing, Kingston University, Kingston Upon Thames, Surrey, United Kingdom; Argyriou, Vasileios, Computing, Kingston University, Kingston Upon Thames, Surrey, United Kingdom; Barman, Sarah A., Computing, Kingston University, Kingston Upon Thames, Surrey, United Kingdom; Politis, Christos, Computing, Kingston University, Kingston Upon Thames, Surrey, United Kingdom","G. Johnson; Faculty of Engineering, Computing, and the Environment, Kingston University, London, 55-59 Penrhyn Rd, Kingston upon Thames, KT1 2EE, United Kingdom; email: g.johnson@kingston.ac.uk","","Elsevier B.V.","","","","","English","Comput. Hum. Behav. Rep.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105018221026"
